,relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
3084068,disease_phenotype_negative,phenotype absent,27167,9260_9261_9262_18149,disease,GM1 gangliosidosis,MONDO_grouped,23035,8155,effect/phenotype,Mucopolysacchariduria,HPO
3084069,disease_phenotype_negative,phenotype absent,27168,8878,disease,"bone dysplasia, lethal Holmgren type",MONDO,23428,925,effect/phenotype,Abnormality of the vertebral column,HPO
3084070,disease_phenotype_negative,phenotype absent,27169,8905,disease,predisposition to invasive fungal disease due to CARD9 deficiency,MONDO,23982,10975,effect/phenotype,Abnormal B cell count,HPO
3084071,disease_phenotype_negative,phenotype absent,27169,8905,disease,predisposition to invasive fungal disease due to CARD9 deficiency,MONDO,25903,31392,effect/phenotype,Abnormal proportion of CD4-positive T cells,HPO
3084072,disease_phenotype_negative,phenotype absent,27169,8905,disease,predisposition to invasive fungal disease due to CARD9 deficiency,MONDO,23990,31393,effect/phenotype,Abnormal proportion of CD8-positive T cells,HPO
3084073,disease_phenotype_negative,phenotype absent,27169,8905,disease,predisposition to invasive fungal disease due to CARD9 deficiency,MONDO,26691,40089,effect/phenotype,Abnormal natural killer cell count,HPO
3084074,disease_phenotype_negative,phenotype absent,27170,14083_13288_12987_13287_13289_20729_14840_13290_11096_16462_15977,disease,agammaglobulinemia,MONDO_grouped,25496,2843,effect/phenotype,Abnormal T cell morphology,HPO
3084075,disease_phenotype_negative,phenotype absent,27171,7162,disease,asymmetric short stature syndrome,MONDO,22675,1249,effect/phenotype,Intellectual disability,HPO
3084076,disease_phenotype_negative,phenotype absent,27172,9699,disease,action myoclonus-renal failure syndrome,MONDO,22441,1268,effect/phenotype,Mental deterioration,HPO
3084077,disease_phenotype_negative,phenotype absent,27173,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638,disease,Fanconi anemia complementation group,MONDO_grouped,84368,5528,effect/phenotype,Bone marrow hypocellularity,HPO
3084078,disease_phenotype_negative,phenotype absent,27174,7157_14028_16675_7364_32750_20820_30847_32751_13698,disease,"arthrogryposis, distal,",MONDO_grouped,22675,1249,effect/phenotype,Intellectual disability,HPO
3084079,disease_phenotype_negative,phenotype absent,27175,14897,disease,"portal hypertension, noncirrhotic",MONDO,24475,2910,effect/phenotype,Elevated hepatic transaminase,HPO
3084080,disease_phenotype_negative,phenotype absent,27176,12035,disease,craniosynostosis-intracranial calcifications syndrome,MONDO,22675,1249,effect/phenotype,Intellectual disability,HPO
3084081,disease_phenotype_negative,phenotype absent,27177,10023,disease,combined immunodeficiency due to ZAP70 deficiency,MONDO,26691,40089,effect/phenotype,Abnormal natural killer cell count,HPO
3084082,disease_phenotype_negative,phenotype absent,27177,10023,disease,combined immunodeficiency due to ZAP70 deficiency,MONDO,23982,10975,effect/phenotype,Abnormal B cell count,HPO
3084083,disease_phenotype_negative,phenotype absent,27178,32884,disease,"ectodermal dysplasia with facial dysmorphism and acral, ocular, and brain anomalies",MONDO,22675,1249,effect/phenotype,Intellectual disability,HPO
3084084,disease_phenotype_negative,phenotype absent,27178,32884,disease,"ectodermal dysplasia with facial dysmorphism and acral, ocular, and brain anomalies",MONDO,25381,1263,effect/phenotype,Global developmental delay,HPO
3084085,disease_phenotype_negative,phenotype absent,27179,32911_33258_32917_33668_33665_30058_33260_32802_33259_29137_30998,disease,"deafness, autosomal dominant",MONDO_grouped,23910,375,effect/phenotype,Abnormal cochlea morphology,HPO
3084086,disease_phenotype_negative,phenotype absent,27179,32911_33258_32917_33668_33665_30058_33260_32802_33259_29137_30998,disease,"deafness, autosomal dominant",MONDO_grouped,22258,1999,effect/phenotype,Abnormal facial shape,HPO
3084087,disease_phenotype_negative,phenotype absent,27180,14076_13519_9136_14600_13520_27353,disease,"dyskeratosis congenita, autosomal recessive",MONDO_grouped,22555,1000,effect/phenotype,Abnormality of skin pigmentation,HPO
3084088,disease_phenotype_negative,phenotype absent,27181,14624,disease,Brown syndrome,MONDO,25279,486,effect/phenotype,Strabismus,HPO
3084089,disease_phenotype_negative,phenotype absent,27182,54593_54716_12106_13923_11437_14623_11488_14484_9617_14473_12989_54806_14173_12029_54804_32583_14908_32694_13849_14660_7988_14730_54805_54761_30929_30928_16660,disease,primary microcephaly,MONDO_grouped,22714,12443,effect/phenotype,Abnormality of brain morphology,HPO
3084090,disease_phenotype_negative,phenotype absent,27183,14798_7217_7218_14032_7219_20701_7222_7216_7221_7223_11757_7220_12658_13244_19679_19677_7215_19676_21004_19678_22599,disease,brachydactyly,MONDO_grouped,22870,1760,effect/phenotype,Abnormal foot morphology,HPO
3084091,disease_phenotype_negative,phenotype absent,27184,10090,disease,Summitt syndrome,MONDO,22675,1249,effect/phenotype,Intellectual disability,HPO
3084092,disease_phenotype_negative,phenotype absent,27185,30027_14756_13888_8590_11201_12671,disease,"tremor, hereditary essential",MONDO_grouped,22682,100543,effect/phenotype,Cognitive impairment,HPO
3084093,disease_phenotype_negative,phenotype absent,27185,30027_14756_13888_8590_11201_12671,disease,"tremor, hereditary essential",MONDO_grouped,24252,1272,effect/phenotype,Cerebellar atrophy,HPO
3084094,disease_phenotype_negative,phenotype absent,27185,30027_14756_13888_8590_11201_12671,disease,"tremor, hereditary essential",MONDO_grouped,22699,1251,effect/phenotype,Ataxia,HPO
3084095,disease_phenotype_negative,phenotype absent,27185,30027_14756_13888_8590_11201_12671,disease,"tremor, hereditary essential",MONDO_grouped,93440,100515,effect/phenotype,Pollakisuria,HPO
3084096,disease_phenotype_negative,phenotype absent,27185,30027_14756_13888_8590_11201_12671,disease,"tremor, hereditary essential",MONDO_grouped,23420,2415,effect/phenotype,Leukodystrophy,HPO
3084097,disease_phenotype_negative,phenotype absent,27186,7099,disease,familial visceral amyloidosis,MONDO,22457,9830,effect/phenotype,Peripheral neuropathy,HPO
3084098,disease_phenotype_negative,phenotype absent,27187,24541_13818,disease,trichohepatoenteric syndrome,MONDO_grouped,89095,12024,effect/phenotype,Hypergalactosemia,HPO
3084099,disease_phenotype_negative,phenotype absent,27188,13285_9413_13286_13283_13284_11864_14697_14260_13862_54691,disease,"immunodeficiency, common variable",MONDO_grouped,23981,11839,effect/phenotype,Abnormal T cell count,HPO
3084100,disease_phenotype_negative,phenotype absent,27188,13285_9413_13286_13283_13284_11864_14697_14260_13862_54691,disease,"immunodeficiency, common variable",MONDO_grouped,23982,10975,effect/phenotype,Abnormal B cell count,HPO
3084101,disease_phenotype_negative,phenotype absent,27189,8196,disease,parastremmatic dwarfism,MONDO,22675,1249,effect/phenotype,Intellectual disability,HPO
3084102,disease_phenotype_negative,phenotype absent,27190,9614_9613_17214_17685,disease,vitamin B12-responsive methylmalonic acidemia,MONDO_grouped,23377,40126,effect/phenotype,Abnormal vitamin B12 level,HPO
3084103,disease_phenotype_negative,phenotype absent,27191,11870,disease,annular epidermolytic ichthyosis,MONDO,22341,1595,effect/phenotype,Abnormal hair morphology,HPO
3084104,disease_phenotype_negative,phenotype absent,27191,11870,disease,annular epidermolytic ichthyosis,MONDO,22658,1597,effect/phenotype,Abnormality of the nail,HPO
3084105,disease_phenotype_negative,phenotype absent,27192,12015_9762_8654_8106_13903_5712,disease,congenital nystagmus,MONDO_grouped,22380,505,effect/phenotype,Visual impairment,HPO
3084106,disease_phenotype_negative,phenotype absent,27193,7774,disease,hyperreflexia (disease),MONDO,85516,3487,effect/phenotype,Babinski sign,HPO
3084107,disease_phenotype_negative,phenotype absent,27194,11063,disease,"hidrotic ectodermal dysplasia, Christianson-Fourie type",MONDO,22425,164,effect/phenotype,Abnormality of the dentition,HPO
3084108,disease_phenotype_negative,phenotype absent,27194,11063,disease,"hidrotic ectodermal dysplasia, Christianson-Fourie type",MONDO,24361,971,effect/phenotype,Abnormal sweat gland morphology,HPO
3084109,disease_phenotype_negative,phenotype absent,27195,7315,disease,cherubism,MONDO,23379,4379,effect/phenotype,Abnormality of alkaline phosphatase level,HPO
3084110,disease_phenotype_negative,phenotype absent,27196,11107,disease,congenital hypotrichosis with juvenile macular dystrophy,MONDO,22884,1231,effect/phenotype,Abnormal fingernail morphology,HPO
3084111,disease_phenotype_negative,phenotype absent,27196,11107,disease,congenital hypotrichosis with juvenile macular dystrophy,MONDO,22425,164,effect/phenotype,Abnormality of the dentition,HPO
3084112,disease_phenotype_negative,phenotype absent,27196,11107,disease,congenital hypotrichosis with juvenile macular dystrophy,MONDO,22658,1597,effect/phenotype,Abnormality of the nail,HPO
3084113,disease_phenotype_negative,phenotype absent,27197,12345,disease,acral peeling skin syndrome,MONDO,22658,1597,effect/phenotype,Abnormality of the nail,HPO
3084114,disease_phenotype_negative,phenotype absent,27198,32659,disease,"mucocutaneous ulceration, chronic",MONDO,22124,2719,effect/phenotype,Recurrent infections,HPO
3084115,disease_phenotype_negative,phenotype absent,27199,7447,disease,autosomal dominant vibratory urticaria,MONDO,89057,11971,effect/phenotype,Dermatographic urticaria,HPO
3084116,disease_phenotype_negative,phenotype absent,27200,32914_12748_14030_14215_14193_13854_14123_12978_12088_32664_13174_9484_32757_32874_32637_14192_13979_12906_14465_13434_14909_32872_13525_14202_14750_14910_54843_13940_14211_14216_32924_12918_14378_14203_12979_12085_12571_14657_13435_11718_33204_16575_12087_12844,disease,primary ciliary dyskinesia,MONDO_grouped,25444,30853,effect/phenotype,Heterotaxy,HPO
3084117,disease_phenotype_negative,phenotype absent,27200,32914_12748_14030_14215_14193_13854_14123_12978_12088_32664_13174_9484_32757_32874_32637_14192_13979_12906_14465_13434_14909_32872_13525_14202_14750_14910_54843_13940_14211_14216_32924_12918_14378_14203_12979_12085_12571_14657_13435_11718_33204_16575_12087_12844,disease,primary ciliary dyskinesia,MONDO_grouped,92846,40128,effect/phenotype,Abnormal sweat electrolytes,HPO
3084118,disease_phenotype_negative,phenotype absent,27201,8470_30074,disease,spondyloepiphyseal dysplasia with punctate corneal dystrophy,MONDO_grouped,22354,572,effect/phenotype,Visual loss,HPO
3084119,disease_phenotype_negative,phenotype absent,27202,11015_12527_14799_14673_12489_12260_12665_11104_14565_14075_13484_7279_7287_14111_13744_10544_32735_12395_13411_10948_7278_12688_14110_12336_7288_7282_7280_7283_7286_11547_12437_7290_11413_12701_7281_7285_13859_7284_11162_5129_45050_11587_11591_11808_13067_12175,disease,cataract,MONDO_grouped,88768,11501,effect/phenotype,Anterior lenticonus,HPO
3084120,disease_phenotype_negative,phenotype absent,27203,13843,disease,intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency,MONDO,92846,40128,effect/phenotype,Abnormal sweat electrolytes,HPO
3084121,disease_phenotype_negative,phenotype absent,27204,12203,disease,familial hyperthyroidism due to mutations in TSH receptor,MONDO,93626,200028,effect/phenotype,Pretibial myxedema,HPO
3084122,disease_phenotype_negative,phenotype absent,27205,11732,disease,familial digital arthropathy-brachydactyly,MONDO,23560,2750,effect/phenotype,Delayed skeletal maturation,HPO
3084123,disease_phenotype_negative,phenotype absent,27206,8237,disease,phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome,MONDO,22675,1249,effect/phenotype,Intellectual disability,HPO
3084124,disease_phenotype_negative,phenotype absent,27207,10214_10215_10216_10210_10211_12531_10212_10213_19600,disease,xeroderma pigmentosum,MONDO_grouped,22478,1510,effect/phenotype,Growth delay,HPO
3084125,disease_phenotype_negative,phenotype absent,27208,7207,disease,Böök syndrome,MONDO,22658,1597,effect/phenotype,Abnormality of the nail,HPO
3084126,disease_phenotype_negative,phenotype absent,27209,14848,disease,TELO2-related intellectual disability-neurodevelopmental disorder,MONDO,25666,410263,effect/phenotype,Brain imaging abnormality,HPO
3084127,disease_phenotype_negative,phenotype absent,27210,7312,disease,Charcot-Marie-Tooth disease with ptosis and parkinsonism,MONDO,23152,7305,effect/phenotype,CNS demyelination,HPO
3084128,disease_phenotype_negative,phenotype absent,27211,14803,disease,spasticity-ataxia-gait anomalies syndrome,MONDO,25525,2151,effect/phenotype,Increased serum lactate,HPO
3084129,disease_phenotype_negative,phenotype absent,27212,9577,disease,megalocornea-intellectual disability syndrome,MONDO,25662,12632,effect/phenotype,Abnormal intraocular pressure,HPO
3084130,disease_phenotype_negative,phenotype absent,27213,9712,disease,congenital multicore myopathy with external ophthalmoplegia,MONDO,23411,40081,effect/phenotype,Abnormal circulating creatine kinase concentration,HPO
3084131,disease_phenotype_negative,phenotype absent,27214,14555_54852_24548_14923_11937_19347,disease,peeling skin syndrome,MONDO_grouped,22341,1595,effect/phenotype,Abnormal hair morphology,HPO
3084132,disease_phenotype_negative,phenotype absent,27214,14555_54852_24548_14923_11937_19347,disease,peeling skin syndrome,MONDO_grouped,25945,989,effect/phenotype,Pruritus,HPO
3084133,disease_phenotype_negative,phenotype absent,27214,14555_54852_24548_14923_11937_19347,disease,peeling skin syndrome,MONDO_grouped,22581,10783,effect/phenotype,Erythema,HPO
3084134,disease_phenotype_negative,phenotype absent,27215,12238_24528_12415_20845_14898_14656_12241_13117_9783_90,disease,progressive external ophthalmoplegia with mitochondrial DNA deletions,MONDO_grouped,25525,2151,effect/phenotype,Increased serum lactate,HPO
3084135,disease_phenotype_negative,phenotype absent,27216,11670,disease,Ehlers-Danlos syndrome due to tenascin-X deficiency,MONDO,84797,1058,effect/phenotype,Poor wound healing,HPO
3084136,disease_phenotype_negative,phenotype absent,27216,11670,disease,Ehlers-Danlos syndrome due to tenascin-X deficiency,MONDO,22372,100699,effect/phenotype,Scarring,HPO
3084137,disease_phenotype_negative,phenotype absent,27217,11177_13976_13975_13313_32804_13973_13974_44305_10955_23040_23041_23042,disease,ectodermal dysplasia,MONDO_grouped,22425,164,effect/phenotype,Abnormality of the dentition,HPO
3084138,disease_phenotype_negative,phenotype absent,27217,11177_13976_13975_13313_32804_13973_13974_44305_10955_23040_23041_23042,disease,ectodermal dysplasia,MONDO_grouped,24361,971,effect/phenotype,Abnormal sweat gland morphology,HPO
3084139,disease_phenotype_negative,phenotype absent,27217,11177_13976_13975_13313_32804_13973_13974_44305_10955_23040_23041_23042,disease,ectodermal dysplasia,MONDO_grouped,22675,1249,effect/phenotype,Intellectual disability,HPO
3084140,disease_phenotype_negative,phenotype absent,27218,33622_14365_14366_30844_32859_14961_32744_20851_32739_7161_54723_20852_54726_11720_54730_32863_7060_33673_14970_32845_54725_30938_14847_54724_54615_30846_14172_54732_54729_32686_30868_33671_9776_13505_29147_54728_54731_54727_10052_20855_32896_29148_14037_32748_13504_32898_54733_13070_13901_30926_30989,disease,spermatogenic failure,MONDO_grouped,25928,30087,effect/phenotype,Abnormal serum testosterone level,HPO
3084141,disease_phenotype_negative,phenotype absent,27218,33622_14365_14366_30844_32859_14961_32744_20851_32739_7161_54723_20852_54726_11720_54730_32863_7060_33673_14970_32845_54725_30938_14847_54724_54615_30846_14172_54732_54729_32686_30868_33671_9776_13505_29147_54728_54731_54727_10052_20855_32896_29148_14037_32748_13504_32898_54733_13070_13901_30926_30989,disease,spermatogenic failure,MONDO_grouped,87533,8734,effect/phenotype,Decreased testicular size,HPO
3084142,disease_phenotype_negative,phenotype absent,27219,7794_9239_9223_13912_13961_7844_13946_14105_13910_14102_12880_14461_9482_30010_14107_13914_10635_14106_13911_12528_13926_13913_12988_14103_13915,disease,hypogonadotropic hypogonadism with or without anosmia,MONDO_grouped,23766,4408,effect/phenotype,Abnormality of the sense of smell,HPO
3084143,disease_phenotype_negative,phenotype absent,27220,14078_13623_13597_32765_13622_14518_14386_11588_12354_12031_54577_8553_14830_8552_30996,disease,platelet-type bleeding disorder,MONDO_grouped,24519,11869,effect/phenotype,Abnormal platelet function,HPO
3084144,disease_phenotype_negative,phenotype absent,27220,14078_13623_13597_32765_13622_14518_14386_11588_12354_12031_54577_8553_14830_8552_30996,disease,platelet-type bleeding disorder,MONDO_grouped,86012,4866,effect/phenotype,Impaired ADP-induced platelet aggregation,HPO
3084145,disease_phenotype_negative,phenotype absent,27221,7411_14706_13751,disease,"cutis laxa, autosomal dominant",MONDO_grouped,84797,1058,effect/phenotype,Poor wound healing,HPO
3084146,disease_phenotype_negative,phenotype absent,27221,7411_14706_13751,disease,"cutis laxa, autosomal dominant",MONDO_grouped,24357,974,effect/phenotype,Hyperextensible skin,HPO
3084147,disease_phenotype_negative,phenotype absent,27222,14502,disease,mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,MONDO,26254,31691,effect/phenotype,Severe viral infection,HPO
3084148,disease_phenotype_negative,phenotype absent,27222,14502,disease,mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,MONDO,22670,12759,effect/phenotype,Neurodevelopmental abnormality,HPO
3084149,disease_phenotype_negative,phenotype absent,27222,14502,disease,mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,MONDO,23217,4429,effect/phenotype,Recurrent viral infections,HPO
3084150,disease_phenotype_negative,phenotype absent,27223,10070,disease,"brachyolmia type 1, Hobaek type",MONDO,22355,7759,effect/phenotype,Opacification of the corneal stroma,HPO
3084151,disease_phenotype_negative,phenotype absent,27223,10070,disease,"brachyolmia type 1, Hobaek type",MONDO,22675,1249,effect/phenotype,Intellectual disability,HPO
3084152,disease_phenotype_negative,phenotype absent,27200,32914_12748_14030_14215_14193_13854_14123_12978_12088_32664_13174_9484_32757_32874_32637_14192_13979_12906_14465_13434_14909_32872_13525_14202_14750_14910_54843_13940_14211_14216_32924_12918_14378_14203_12979_12085_12571_14657_13435_11718_33204_16575_12087_12844,disease,primary ciliary dyskinesia,MONDO_grouped,89219,12258,effect/phenotype,Abnormal axonemal organization of respiratory motile cilia,HPO
